thisRow.t,notes,intro.started,introtxt.started,start_resp.started,go_example.started,nogo_example.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.003418400010559708,0.02778010000474751,0.02778010000474751,0.02778010000474751,0.02778010000474751,,,,,,,,
