4.1871 	EXP 	New trial (rep=0, index=3): {'this_image': 'go.png', 'corr_ans': 'space'}
4.1950 	EXP 	fbtxt: autoDraw = False
4.1950 	EXP 	image: image = 'C:\\Users\\kitech\\PycharmProjects\\korean_gonogo\\go.png'
4.1950 	EXP 	image: autoDraw = True
4.3569 	DATA 	Mouse: Left button down, pos=(1941,627)
4.4808 	DATA 	Mouse:  Left button up, pos=(1941,627)
4.7135 	DATA 	Keypress: escape
4.7890 	EXP 	gng: status = STOPPED
4.7950 	EXP 	image: autoDraw = False
4.7953 	EXP 	gng: status = STOPPED
7.0674 	EXP 	window1: mouseVisible = True
